Gender,Age,Debt,Married,BankCustomer,Industry,InvestmentScore,BankRecord,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,52.17,0.0,0,0,Healthcare,6.68,0,Latino,0.0,0,0,0,0,ByBirth,0,0,0
0,48.17,1.335,1,1,ConsumerDiscretionary,9.58,1,Other,0.335,0,0,0,0,ByBirth,0,120,0
0,20.42,10.5,0,0,Utilities,7.81,0,Black,0.0,0,0,0,1,ByBirth,154,32,0
1,50.75,0.585,1,1,Healthcare,2.28,1,Latino,0.0,0,0,0,0,ByBirth,145,0,0
1,17.08,0.085,0,0,Energy,6.9,0,White,0.04,0,0,0,0,ByBirth,140,722,0
1,18.33,1.21,0,0,Education,0.26,0,Other,0.0,0,0,0,0,ByBirth,100,0,0
0,32.0,6.0,1,1,Real Estate,7.79,1,White,1.25,0,0,0,0,ByBirth,272,0,0
1,59.67,1.54,1,1,Materials,7.75,1,White,0.125,1,0,0,1,ByBirth,260,0,1
1,18.0,0.165,1,1,Materials,3.88,1,Other,0.21,0,0,0,0,ByBirth,200,40,1
1,37.58,0.0,1,1,Energy,1.76,1,White,0.0,0,0,0,0,Temporary,0,0,1
1,32.33,2.5,1,1,Energy,6.06,1,White,1.25,0,0,0,1,ByBirth,280,0,0
1,18.08,6.75,0,0,CommunicationServices,7.03,0,White,0.04,0,0,0,0,ByBirth,140,0,0
1,38.25,10.125,0,0,Financials,4.85,0,White,0.125,0,0,0,0,ByBirth,160,0,0
1,30.67,2.5,1,1,InformationTechnology,3.69,1,Black,2.25,0,0,0,1,ByOtherMeans,340,0,0
1,18.58,5.71,1,1,Real Estate,4.2,1,White,0.54,0,0,0,0,ByBirth,120,0,0
0,19.17,5.415,1,1,ConsumerDiscretionary,8.82,1,Black,0.29,0,0,0,0,ByBirth,80,484,0
0,18.17,10.0,0,0,Materials,4.19,0,Black,0.165,0,0,0,0,ByBirth,340,0,0
1,24.58,13.5,0,0,Healthcare,7.21,0,Latino,0.0,0,0,0,0,ByBirth,0,0,0
1,16.25,0.835,1,1,CommunicationServices,2.48,1,White,0.085,1,0,0,0,ByOtherMeans,200,0,0
1,21.17,0.875,0,0,Energy,7.9,0,Black,0.25,0,0,0,0,ByBirth,280,204,0
1,23.92,0.585,0,0,InformationTechnology,6.55,0,Black,0.125,0,0,0,0,ByBirth,240,1,0
1,17.67,4.46,1,1,Energy,7.27,1,White,0.25,0,0,0,0,ByOtherMeans,80,0,0
0,16.5,1.25,1,1,Materials,5.83,1,White,0.25,0,1,1,0,ByBirth,108,98,0
1,23.25,12.625,1,1,Energy,3.19,1,White,0.125,0,1,2,0,ByBirth,0,5552,0
1,17.58,10.0,1,1,Industrials,0.71,1,Black,0.165,0,1,1,0,ByBirth,120,1,0
0,28.46,1.5,1,1,Healthcare,4.89,1,Latino,0.0,0,1,2,1,ByBirth,200,105,0
1,29.5,0.58,1,1,Industrials,6.04,1,White,0.29,0,1,1,0,ByBirth,340,2803,0
1,18.83,0.415,0,0,Energy,1.09,0,White,0.165,0,1,1,0,ByBirth,200,1,0
0,21.75,1.75,0,0,Research,6.94,0,Other,0.0,0,0,0,0,ByBirth,160,0,0
1,23.0,0.75,1,1,CommunicationServices,5.69,1,White,0.5,0,0,0,1,ByOtherMeans,320,0,0
0,18.25,10.0,1,1,Industrials,4.0,1,White,1.0,0,1,1,0,ByBirth,120,1,0
1,25.42,0.54,1,1,Industrials,9.16,1,White,0.165,0,1,1,0,ByBirth,272,444,0
1,35.75,2.415,1,1,Industrials,5.54,1,White,0.125,0,1,2,0,ByBirth,220,1,0
0,16.08,0.335,1,1,Healthcare,6.03,1,Latino,0.0,0,1,1,0,ByBirth,160,126,0
0,31.92,3.125,1,1,Healthcare,5.76,1,Latino,3.04,0,1,2,1,ByBirth,200,4,0
1,69.17,9.0,1,1,Healthcare,1.72,1,Latino,4.0,0,1,1,0,ByBirth,70,6,0
1,32.92,2.5,1,1,ConsumerStaples,9.45,1,White,1.75,0,1,2,1,ByBirth,720,0,0
1,16.33,2.75,1,1,ConsumerStaples,8.8,1,White,0.665,0,1,1,0,ByBirth,80,21,0
1,22.17,12.125,1,1,Energy,6.2,1,White,3.335,0,1,2,1,ByBirth,180,173,0
0,57.58,2.0,1,1,Healthcare,0.58,1,Latino,6.5,0,1,1,0,ByBirth,0,10,0
1,18.25,0.165,1,1,Real Estate,3.24,1,White,0.25,0,0,0,1,ByOtherMeans,280,0,0
1,23.42,1.0,1,1,Energy,7.92,1,White,0.5,0,0,0,1,ByOtherMeans,280,0,0
0,15.92,2.875,1,1,Materials,9.84,1,White,0.085,0,0,0,0,ByBirth,120,0,0
0,24.75,13.665,1,1,Materials,8.81,1,Black,1.5,0,0,0,0,ByBirth,280,1,0
1,48.75,26.335,0,0,Healthcare,8.33,0,Latino,0.0,1,0,0,1,ByBirth,0,0,0
1,23.5,2.75,1,1,Healthcare,7.85,1,Latino,4.5,0,0,0,0,ByBirth,160,25,0
1,18.58,10.29,1,1,Healthcare,7.96,1,Latino,0.415,0,0,0,0,ByBirth,80,0,0
1,27.75,1.29,1,1,Financials,3.41,1,Black,0.25,0,0,0,1,ByOtherMeans,140,0,0
0,31.75,3.0,0,0,Research,3.18,0,Other,0.0,0,0,0,0,ByBirth,160,20,0
0,24.83,4.5,1,1,Industrials,9.98,1,White,1.0,0,0,0,1,ByBirth,360,6,0
1,19.0,1.75,0,0,Energy,9.39,0,White,2.335,0,0,0,1,ByBirth,112,6,0
0,16.33,0.21,1,1,ConsumerStaples,1.88,1,White,0.125,0,0,0,0,ByBirth,200,1,0
0,18.58,10.0,1,1,Real Estate,5.68,1,White,0.415,0,0,0,0,ByBirth,80,42,0
1,16.25,0.0,0,0,ConsumerStaples,6.38,0,White,0.25,0,0,0,0,ByBirth,60,0,0
1,23.0,0.75,1,1,CommunicationServices,0.97,1,White,0.5,1,0,0,1,ByOtherMeans,320,0,0
1,21.17,0.25,0,0,Energy,6.5,0,Black,0.25,0,0,0,0,ByBirth,280,204,0
1,17.5,22.0,0,1,Healthcare,0.06,1,Other,0.0,0,0,0,1,Temporary,450,100000,1
1,19.17,0.0,0,0,CommunicationServices,2.48,0,Asian,0.0,0,0,0,1,ByOtherMeans,500,1,1
1,36.75,0.125,0,0,Energy,8.73,0,White,1.5,0,0,0,1,ByBirth,232,113,1
1,21.25,1.5,1,1,Industrials,7.68,1,White,1.5,0,0,0,0,ByBirth,150,8,1
0,18.08,0.375,0,1,InformationTechnology,9.12,1,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1
0,33.67,0.375,1,1,InformationTechnology,4.06,1,White,0.375,0,0,0,0,ByBirth,300,44,1
1,48.58,0.205,0,0,Financials,6.46,0,White,0.25,1,1,11,0,ByBirth,380,2732,1
1,33.67,1.25,1,1,Industrials,8.0,1,White,1.165,0,0,0,0,ByBirth,120,0,0
0,29.5,1.085,0,0,Utilities,6.22,0,White,1.0,0,0,0,0,ByBirth,280,13,0
1,30.17,1.085,0,0,Energy,2.26,0,White,0.04,0,0,0,0,ByBirth,170,179,0
1,40.83,3.5,1,1,ConsumerDiscretionary,8.43,1,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0,0
1,34.83,2.5,0,0,Industrials,4.88,0,White,3.0,0,0,0,0,ByOtherMeans,200,0,0
1,28.46,4.0,0,0,ConsumerDiscretionary,0.46,0,White,0.085,0,0,0,1,ByBirth,411,0,0
1,20.42,0.0,1,1,Energy,1.78,1,White,0.0,0,0,0,0,Temporary,0,0,0
0,33.25,2.5,0,0,Energy,2.75,0,White,2.5,0,0,0,1,ByBirth,0,2,0
1,34.08,2.5,1,1,Energy,4.1,1,White,1.0,0,0,0,0,ByBirth,460,16,0
0,25.25,12.5,1,1,Real Estate,3.89,1,White,1.0,0,0,0,1,ByBirth,180,1062,0
1,34.75,2.5,1,1,InformationTechnology,9.34,1,Asian,0.5,0,0,0,0,ByBirth,348,0,0
1,27.67,0.75,1,1,Materials,1.88,1,Black,0.165,0,0,0,1,ByBirth,220,251,0
1,47.33,6.5,1,1,Energy,2.51,1,White,1.0,0,0,0,1,ByBirth,0,228,0
0,34.83,1.25,0,0,ConsumerDiscretionary,6.58,0,Black,0.5,0,0,0,1,ByBirth,160,0,0
0,33.25,3.0,0,0,ConsumerStaples,2.66,0,White,2.0,0,0,0,0,ByBirth,180,0,0
1,28.0,3.0,1,1,Industrials,0.3,1,White,0.75,0,0,0,1,ByBirth,300,67,0
0,39.08,4.0,1,1,Energy,4.52,1,White,3.0,0,0,0,0,ByBirth,480,0,0
1,42.75,4.085,1,1,ConsumerStaples,1.02,1,White,0.04,0,0,0,0,ByBirth,108,100,0
1,26.92,2.25,1,1,ConsumerDiscretionary,4.66,1,Asian,0.5,0,0,0,1,ByBirth,640,4000,0
1,33.75,2.75,1,1,ConsumerDiscretionary,1.3,1,Asian,0.0,0,0,0,0,ByBirth,180,0,0
1,38.92,1.75,1,1,Financials,8.2,1,White,0.5,0,0,0,1,ByBirth,300,2,0
1,62.75,7.0,1,1,Education,1.82,1,Other,0.0,0,0,0,0,ByBirth,0,12,0
1,32.25,1.5,1,1,Energy,8.92,1,White,0.25,0,0,0,1,ByBirth,372,122,0
1,26.75,4.5,0,0,Energy,8.69,0,Asian,2.5,0,0,0,0,ByBirth,200,1210,0
1,63.33,0.54,1,1,Energy,1.7,1,White,0.585,1,1,3,1,ByBirth,180,0,0
1,27.83,1.5,1,1,Industrials,0.49,1,White,2.25,0,1,1,1,ByBirth,100,3,0
0,26.17,2.0,1,1,Research,3.93,1,Other,0.0,0,0,0,1,ByBirth,276,1,0
1,22.17,0.585,0,0,Healthcare,4.6,0,Latino,0.0,0,0,0,0,ByBirth,100,0,0
1,22.5,11.5,0,0,CommunicationServices,9.2,0,White,1.5,0,0,0,1,ByBirth,0,4000,0
1,30.75,1.585,1,1,Real Estate,1.01,1,White,0.585,0,0,0,1,ByOtherMeans,0,0,0
1,36.67,2.0,1,1,ConsumerDiscretionary,3.36,1,White,0.25,0,0,0,1,ByBirth,221,0,0
0,16.0,0.165,1,1,ConsumerStaples,9.24,1,White,1.0,0,1,2,1,ByBirth,320,1,0
1,41.17,1.335,1,1,Real Estate,0.52,1,White,0.165,0,0,0,0,ByBirth,168,0,0
0,19.5,0.165,1,1,Materials,0.59,1,White,0.04,0,0,0,1,ByBirth,380,0,0
1,32.42,3.0,1,1,Real Estate,7.64,1,White,0.165,0,0,0,1,ByBirth,120,0,0
0,36.75,4.71,1,1,Healthcare,3.45,1,Latino,0.0,0,0,0,0,ByBirth,160,0,0
0,30.25,5.5,1,1,Financials,6.67,1,White,5.5,0,0,0,1,ByOtherMeans,100,0,0
1,23.08,2.5,1,1,Healthcare,3.02,1,Latino,0.085,0,0,0,1,ByBirth,100,4208,0
1,26.83,0.54,1,1,Financials,2.21,1,Latino,0.0,0,0,0,0,ByBirth,100,0,0
1,16.92,0.335,0,0,Financials,3.18,0,White,0.29,0,0,0,0,ByOtherMeans,200,0,0
1,24.42,2.0,1,1,Education,7.68,1,Other,0.165,0,1,2,0,ByBirth,320,1300,0
1,42.83,1.25,1,1,CommunicationServices,2.68,1,White,13.875,0,1,1,1,ByBirth,352,112,0
0,22.75,6.165,1,1,ConsumerStaples,3.22,1,White,0.165,0,0,0,0,ByBirth,220,1000,0
1,39.42,1.71,0,0,CommunicationServices,9.96,0,White,0.165,0,0,0,0,ByOtherMeans,400,0,0
0,23.58,11.5,0,0,Financials,7.96,0,Black,3.0,0,0,0,1,ByBirth,20,16,0
1,21.42,0.75,0,0,Transport,9.27,0,Other,0.75,0,0,0,1,ByBirth,132,2,0
1,33.0,2.5,0,0,Industrials,8.69,0,White,7.0,0,0,0,1,ByBirth,280,0,0
1,26.33,13.0,1,1,Education,4.69,1,Other,0.0,0,0,0,1,ByBirth,140,1110,0
0,45.0,4.585,1,1,Financials,9.0,1,Black,1.0,0,0,0,1,ByOtherMeans,240,0,0
1,26.25,1.54,1,1,Industrials,7.77,1,White,0.125,0,0,0,0,ByBirth,100,0,0
1,28.17,0.585,1,1,ConsumerStaples,3.78,1,White,0.04,0,0,0,0,ByBirth,260,1004,0
0,20.83,0.5,0,0,Education,2.16,0,Other,1.0,0,0,0,0,ByBirth,260,0,0
1,28.67,14.5,1,1,Real Estate,1.74,1,White,0.125,0,0,0,0,ByBirth,0,286,0
1,20.67,0.835,0,0,Energy,0.42,0,White,2.0,0,0,0,1,ByOtherMeans,240,0,0
1,34.42,1.335,1,1,ConsumerDiscretionary,6.65,1,Asian,0.125,0,0,0,1,ByBirth,440,4500,0
1,33.58,0.25,1,1,ConsumerDiscretionary,0.23,1,Asian,4.0,0,0,0,1,ByOtherMeans,420,0,0
1,43.17,5.0,1,1,ConsumerDiscretionary,2.14,1,Asian,2.25,0,0,0,1,ByBirth,141,0,0
0,22.67,7.0,1,1,Energy,3.84,1,White,0.165,0,0,0,0,ByBirth,160,0,0
0,24.33,2.5,0,0,ConsumerDiscretionary,2.87,0,Asian,4.5,0,0,0,0,ByBirth,200,456,0
0,56.83,4.25,0,0,Healthcare,4.91,0,Latino,5.0,0,0,0,1,ByBirth,0,4,0
1,22.08,11.46,1,1,Financials,5.94,1,White,1.585,0,0,0,1,ByBirth,100,1212,0
1,34.0,5.5,0,0,Energy,4.82,0,White,1.5,0,0,0,1,ByBirth,60,0,0
1,22.58,1.5,0,0,ConsumerStaples,1.43,0,White,0.54,0,0,0,1,ByBirth,120,67,0
1,21.17,0.0,1,1,Energy,7.42,1,White,0.5,0,0,0,1,ByOtherMeans,0,0,0
1,26.67,14.585,1,1,ConsumerDiscretionary,2.63,1,Asian,0.0,0,0,0,1,ByBirth,178,0,0
1,22.92,0.17,1,1,CommunicationServices,1.16,1,White,0.085,0,0,0,0,ByOtherMeans,0,0,0
1,15.17,7.0,1,1,Education,2.47,1,White,1.0,0,0,0,0,ByBirth,600,0,0
1,39.92,5.0,1,1,ConsumerDiscretionary,8.62,1,Asian,0.21,0,0,0,0,ByBirth,550,0,0
1,27.42,12.5,1,1,ConsumerStaples,0.88,1,Asian,0.25,0,0,0,1,ByBirth,720,0,0
1,24.75,0.54,1,1,CommunicationServices,9.86,1,White,1.0,0,0,0,1,ByBirth,120,1,0
1,41.17,1.25,0,0,Industrials,8.27,0,White,0.25,0,0,0,0,ByBirth,0,195,0
0,33.08,1.625,1,1,Real Estate,9.94,1,White,0.54,0,0,0,1,ByBirth,0,0,0
1,29.83,2.04,0,0,Utilities,2.62,0,Black,0.04,0,0,0,0,ByBirth,128,1,0
0,23.58,0.585,0,0,Healthcare,6.15,0,Latino,0.125,0,0,0,0,ByBirth,120,87,0
1,26.17,12.5,0,0,Financials,6.93,0,Black,1.25,0,0,0,1,ByBirth,0,17,0
1,31.0,2.085,1,1,Energy,1.07,1,White,0.085,0,0,0,0,ByBirth,300,0,0
1,20.75,5.085,0,0,Research,9.68,0,White,0.29,0,0,0,0,ByBirth,140,184,0
1,28.92,0.375,1,1,Energy,6.76,1,White,0.29,0,0,0,0,ByBirth,220,140,0
0,51.92,6.5,1,1,ConsumerDiscretionary,0.59,1,Asian,3.085,0,0,0,1,ByBirth,73,0,0
0,22.67,0.335,1,1,Materials,0.65,1,White,0.75,0,0,0,0,ByOtherMeans,160,0,0
1,34.0,5.085,0,0,ConsumerDiscretionary,4.29,0,Asian,1.085,0,0,0,1,ByBirth,480,0,0
0,69.5,6.0,1,1,Healthcare,7.28,1,Latino,0.0,0,0,0,0,ByOtherMeans,0,0,0
0,40.33,8.125,0,0,Financials,5.73,0,White,0.165,0,1,2,0,ByBirth,0,18,0
0,19.58,0.665,0,0,Energy,2.28,0,White,1.0,0,1,1,0,ByBirth,2000,2,0
1,16.0,3.125,1,1,Industrials,5.36,1,White,0.085,0,1,1,0,ByBirth,0,6,0
1,17.08,0.25,1,1,Materials,8.3,1,White,0.335,0,1,4,0,ByBirth,160,8,0
1,31.25,2.835,1,1,Healthcare,3.41,1,Latino,0.0,0,1,5,0,ByBirth,176,146,0
1,25.17,3.0,1,1,Energy,0.26,1,White,1.25,0,1,1,0,ByBirth,0,22,0
0,22.67,0.79,1,1,ConsumerDiscretionary,9.8,1,White,0.085,0,0,0,0,ByBirth,144,0,0
1,40.58,1.5,1,1,ConsumerDiscretionary,8.86,1,Asian,0.0,0,0,0,0,ByOtherMeans,300,0,0
1,22.25,0.46,1,1,Financials,9.68,1,White,0.125,0,0,0,1,ByBirth,280,55,0
0,22.25,1.25,0,0,Healthcare,3.02,0,Latino,3.25,0,0,0,0,ByBirth,280,0,0
1,22.5,0.125,0,0,Financials,3.87,0,White,0.125,0,0,0,0,ByBirth,200,70,0
1,23.58,1.79,1,1,Energy,1.48,1,White,0.54,0,0,0,1,ByBirth,136,1,0
1,38.42,0.705,1,1,Energy,9.68,1,White,0.375,0,1,2,0,ByBirth,225,500,0
0,26.58,2.54,0,0,Healthcare,0.79,0,Latino,0.0,0,0,0,1,ByBirth,180,60,0
1,35.0,2.5,1,1,ConsumerDiscretionary,2.94,1,White,1.0,0,0,0,1,ByBirth,210,0,0
1,20.42,1.085,1,1,Materials,2.71,1,White,1.5,0,0,0,0,ByBirth,108,7,0
1,29.42,1.25,1,1,Industrials,0.96,1,White,1.75,0,0,0,0,ByBirth,200,0,0
1,26.17,0.835,1,1,InformationTechnology,7.79,1,White,1.165,0,0,0,0,ByBirth,100,0,0
1,33.67,2.165,1,1,Energy,6.24,1,White,1.5,0,0,0,0,Temporary,120,0,0
1,24.58,1.25,1,1,Energy,5.16,1,White,0.25,0,0,0,0,ByBirth,110,0,0
0,27.67,2.04,1,1,Industrials,7.31,1,White,0.25,0,0,0,1,ByBirth,180,50,0
1,37.5,0.835,1,1,Education,0.32,1,White,0.04,0,0,0,0,ByBirth,120,5,0
1,49.17,2.29,1,1,Healthcare,3.46,1,Latino,0.29,0,0,0,0,ByBirth,200,3,0
1,33.58,0.335,0,0,InformationTechnology,5.24,0,White,0.085,0,0,0,0,ByBirth,180,0,0
1,51.83,3.0,0,0,Healthcare,5.14,0,Latino,1.5,0,0,0,0,ByBirth,180,4,0
1,22.92,3.165,0,0,Energy,0.71,0,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,21.83,1.54,1,1,Financials,8.36,1,White,0.085,0,0,0,1,ByBirth,356,0,0
1,25.25,1.0,1,1,ConsumerStaples,9.17,1,White,0.5,0,0,0,0,ByBirth,200,0,0
1,58.58,2.71,1,1,Energy,2.48,1,White,2.415,0,0,0,1,ByBirth,320,0,0
1,19.0,0.0,0,0,Healthcare,6.09,0,Latino,0.0,0,1,4,0,ByBirth,45,1,0
1,19.58,0.585,1,1,Healthcare,1.29,1,Latino,0.0,0,1,3,0,ByBirth,350,769,0
0,53.33,0.165,1,1,Healthcare,2.82,1,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
0,27.17,1.25,1,1,Healthcare,2.73,1,Latino,0.0,0,1,1,0,ByBirth,92,300,0
1,25.92,0.875,1,1,Financials,5.0,1,White,0.375,0,1,2,1,ByBirth,174,3,0
1,23.08,0.0,1,1,Financials,0.63,1,White,1.0,0,1,11,0,ByOtherMeans,0,0,0
1,39.58,5.0,1,1,Healthcare,3.01,1,Latino,0.0,0,1,2,0,ByBirth,17,1,0
1,30.58,2.71,0,0,CommunicationServices,4.95,0,White,0.125,0,0,0,1,ByOtherMeans,80,0,0
1,17.25,3.0,1,1,Financials,0.39,1,White,0.04,0,0,0,1,ByBirth,160,40,0
0,17.67,0.0,0,0,Research,3.16,0,Latino,0.0,0,0,0,0,ByBirth,86,0,0
0,28.46,11.25,1,1,Healthcare,9.01,1,Latino,0.0,0,0,0,0,ByBirth,0,5200,0
1,16.5,0.125,1,1,Energy,9.86,1,White,0.165,0,0,0,0,ByBirth,132,0,0
0,27.33,1.665,1,1,Healthcare,4.65,1,Latino,0.0,0,0,0,0,ByBirth,340,1,0
1,31.25,1.125,1,1,Healthcare,0.65,1,Latino,0.0,0,1,1,0,ByBirth,96,19,0
1,20.0,7.0,1,1,Energy,1.12,1,White,0.5,0,0,0,0,ByBirth,0,0,0
1,28.46,3.0,0,0,ConsumerDiscretionary,3.88,0,Asian,7.0,0,0,0,0,ByBirth,0,1,0
1,39.5,1.625,1,1,Energy,0.42,1,White,1.5,0,0,0,0,ByBirth,0,316,0
1,36.5,4.25,1,1,Materials,6.04,1,White,3.5,0,0,0,0,ByBirth,454,50,0
1,29.75,0.665,1,1,Industrials,5.35,1,White,0.25,0,0,0,1,ByBirth,300,0,0
1,52.42,1.5,1,1,Real Estate,2.42,1,White,3.75,0,0,0,1,ByBirth,0,350,0
1,36.17,18.125,1,1,Industrials,2.75,1,White,0.085,0,0,0,0,ByBirth,320,3552,0
1,34.58,0.0,1,1,Energy,2.9,1,White,0.0,0,0,0,0,Temporary,0,0,0
1,29.67,0.75,0,0,Energy,2.65,0,White,0.04,0,0,0,0,ByBirth,240,0,0
1,36.17,5.5,1,1,ConsumerDiscretionary,9.67,1,Asian,5.0,0,0,0,0,ByBirth,210,687,0
1,25.67,0.29,0,0,Energy,8.36,0,White,1.5,0,0,0,1,ByBirth,160,0,0
0,24.5,2.415,0,0,Energy,2.72,0,White,0.0,0,0,0,0,ByBirth,120,0,0
1,24.08,0.875,1,1,CommunicationServices,5.58,1,White,0.085,0,1,4,0,ByBirth,254,1950,0
1,21.92,0.5,1,1,Energy,7.68,1,White,0.125,0,0,0,0,ByBirth,360,0,0
0,36.58,0.29,1,1,Healthcare,6.15,1,Latino,0.0,0,1,10,0,ByBirth,200,18,0
0,23.0,1.835,1,1,Research,2.85,1,Other,0.0,0,1,1,0,ByBirth,200,53,0
0,27.58,3.0,1,1,CommunicationServices,5.37,1,White,2.79,0,1,1,1,ByBirth,280,10,0
1,31.08,3.085,1,1,Energy,8.37,1,White,2.5,0,1,2,1,ByBirth,160,41,0
0,30.42,1.375,1,1,Industrials,0.73,1,Black,0.04,0,1,3,0,ByBirth,0,33,0
1,22.08,2.335,1,1,Financials,8.57,1,White,0.75,0,0,0,0,ByBirth,180,0,0
1,16.33,4.085,1,1,ConsumerDiscretionary,0.95,1,Black,0.415,0,0,0,1,ByBirth,120,0,0
0,21.92,11.665,1,1,Financials,9.5,1,Black,0.085,0,0,0,0,ByBirth,320,5,0
1,21.08,4.125,0,0,ConsumerDiscretionary,2.31,0,Black,0.04,0,0,0,0,ByBirth,140,100,0
1,17.42,6.5,1,1,ConsumerDiscretionary,1.86,1,White,0.125,0,0,0,0,ByBirth,60,100,0
1,19.17,4.0,0,0,ConsumerDiscretionary,5.35,0,White,1.0,0,0,0,1,ByBirth,360,1000,0
1,20.67,0.415,1,1,Energy,2.05,1,White,0.125,0,0,0,0,ByBirth,0,44,0
1,26.75,2.0,1,1,Real Estate,9.5,1,White,0.75,0,0,0,1,ByBirth,80,0,0
1,23.58,0.835,1,1,ConsumerDiscretionary,7.61,1,Black,0.085,0,0,0,1,ByBirth,220,5,0
1,39.17,2.5,0,0,ConsumerDiscretionary,6.62,0,Black,10.0,0,0,0,1,ByOtherMeans,200,0,0
1,22.75,11.5,1,1,ConsumerDiscretionary,3.06,1,White,0.415,0,0,0,0,ByBirth,0,0,0
1,26.5,2.71,0,0,Energy,9.75,0,White,0.085,0,0,0,0,ByOtherMeans,80,0,0
0,16.92,0.5,1,1,ConsumerDiscretionary,5.45,1,White,0.165,0,1,6,1,ByBirth,240,35,0
1,23.5,3.165,0,0,Financials,4.32,0,White,0.415,0,1,1,1,ByBirth,280,80,0
0,17.33,9.5,1,1,ConsumerStaples,5.47,1,White,1.75,0,1,10,1,ByBirth,0,10,0
1,23.75,0.415,0,0,Energy,6.77,0,White,0.04,0,1,2,0,ByBirth,128,6,0
1,34.67,1.08,1,1,CommunicationServices,9.44,1,White,1.165,0,0,0,0,ByOtherMeans,28,0,0
1,74.83,19.0,0,0,Healthcare,4.0,0,Latino,0.04,0,1,2,0,ByBirth,0,351,0
1,28.17,0.125,0,0,Financials,4.03,0,White,0.085,0,0,0,0,ByBirth,216,2100,0
1,24.5,13.335,0,0,ConsumerStaples,6.84,0,White,0.04,0,0,0,1,ByBirth,120,475,0
1,18.83,3.54,0,0,Healthcare,9.48,0,Latino,0.0,0,0,0,1,ByBirth,180,1,0
1,45.33,1.0,1,1,Materials,0.85,1,White,0.125,0,0,0,1,ByBirth,263,0,0
0,47.25,0.75,1,1,Materials,0.37,1,Black,2.75,1,1,1,0,ByBirth,333,892,1
1,24.17,0.875,1,1,Materials,3.03,1,White,4.625,1,1,2,1,ByBirth,520,2000,1
1,39.25,9.5,1,1,CommunicationServices,1.82,1,White,6.5,1,1,14,0,ByBirth,240,4607,1
0,20.5,11.835,1,1,Energy,0.95,1,Black,6.0,1,0,0,0,ByBirth,340,0,1
0,18.83,4.415,0,0,Energy,3.6,0,Black,3.0,1,0,0,0,ByBirth,240,0,1
1,19.17,9.5,1,1,Industrials,5.55,1,White,1.5,1,0,0,0,ByBirth,120,2206,1
0,25.0,0.875,1,1,Utilities,2.19,1,Black,1.04,1,0,0,1,ByBirth,160,5860,1
1,20.17,9.25,1,1,Energy,2.27,1,White,1.665,1,1,3,1,ByBirth,40,28,1
1,25.75,0.5,1,1,Energy,3.52,1,White,1.46,1,1,5,1,ByBirth,312,0,1
1,20.42,7.0,1,1,Energy,9.78,1,White,1.625,1,1,3,0,ByBirth,200,1391,1
1,28.46,4.0,1,1,Utilities,2.59,1,White,5.0,1,1,3,1,ByBirth,290,2279,1
1,39.0,5.0,1,1,InformationTechnology,6.19,1,White,3.5,1,1,10,1,ByBirth,0,0,1
0,64.08,0.165,1,1,Healthcare,0.28,1,Latino,0.0,1,1,1,0,ByBirth,232,100,1
1,28.25,5.125,1,1,Utilities,0.45,1,White,4.75,1,1,2,0,ByBirth,420,7,1
0,28.75,3.75,1,1,Energy,1.79,1,White,1.085,1,1,1,1,ByBirth,371,0,1
1,31.33,19.5,1,1,Energy,2.2,1,White,7.0,1,1,16,0,ByBirth,0,5000,1
0,18.92,9.0,1,1,ConsumerStaples,4.05,1,White,0.75,1,1,2,0,ByBirth,88,591,1
0,24.75,3.0,1,1,Materials,8.83,1,Black,1.835,1,1,19,0,ByBirth,0,500,1
0,30.67,12.0,1,1,Energy,5.11,1,White,2.0,1,1,1,0,ByBirth,220,19,1
1,21.0,4.79,0,0,Industrials,6.65,0,White,2.25,1,1,1,1,ByBirth,80,300,1
1,13.75,4.0,0,0,Industrials,0.47,0,White,1.75,1,1,2,1,ByBirth,120,1000,1
0,46.0,4.0,1,1,Research,7.47,1,Other,0.0,1,0,0,0,ByBirth,100,960,1
0,44.33,0.0,1,1,Energy,2.51,1,White,2.5,1,0,0,0,ByBirth,0,0,1
1,20.25,9.96,1,1,Education,3.44,1,Other,0.0,1,0,0,0,ByBirth,0,0,1
1,22.67,2.54,0,0,Energy,7.51,0,Black,2.585,1,0,0,0,ByBirth,0,0,1
1,28.46,10.5,1,1,Utilities,9.45,1,White,6.5,1,0,0,0,ByBirth,0,0,1
0,60.92,5.0,1,1,ConsumerStaples,6.51,1,White,4.0,1,1,4,0,ByBirth,0,99,1
1,16.08,0.75,1,1,Energy,6.06,1,White,1.75,1,1,5,1,ByBirth,352,690,1
0,28.17,0.375,1,1,Materials,6.59,1,White,0.585,1,1,4,0,ByBirth,80,0,1
1,39.17,1.71,1,1,Utilities,3.47,1,White,0.125,1,1,5,1,ByBirth,480,0,1
1,20.42,7.5,1,1,Financials,5.01,1,White,1.5,1,1,1,0,ByBirth,160,234,1
0,30.0,5.29,1,1,Education,5.84,1,Other,2.25,1,1,5,1,ByBirth,99,500,1
1,22.83,3.0,1,1,CommunicationServices,3.63,1,White,1.29,1,1,1,0,ByBirth,260,800,1
